3.026878808929038200e+01 3.112000099999999492e+01
3.322659186270330878e+01 3.117999999999999972e+01
2.866439267895486154e+01 3.126999999999999602e+01
2.720521317495956737e+01 3.135000000000000142e+01
2.697265483009780240e+01 3.187000099999999492e+01
2.836160130588770301e+01 3.207000000000000028e+01
2.737267417520560286e+01 3.265999999999999659e+01
2.906041366684020488e+01 3.275999800000001017e+01
3.211499257339995239e+01 3.290000200000000063e+01
3.606115729061203723e+01 3.304999899999999968e+01
2.482191958363042517e+01 3.318999900000000025e+01
3.191874523316878509e+01 3.340000200000000063e+01
5.379683719407430686e+01 3.340000200000000063e+01
3.096478604331197459e+01 3.341999800000000675e+01
3.087157082668758079e+01 3.341999800000000675e+01
4.843514925813000360e+01 3.349000199999999694e+01
2.787001245529317117e+01 3.361000099999999691e+01
3.358607452540530147e+01 3.466999799999999965e+01
4.802631472442580929e+01 3.490000200000000063e+01
2.711328992020296624e+01 3.508000200000000035e+01
1.956655818854486739e+01 3.522999999999999687e+01
5.065359518423782959e+01 3.529999899999999968e+01
5.065359518423782959e+01 3.529999899999999968e+01
3.355203860971052165e+01 3.531000099999999975e+01
4.674921376078174262e+01 3.625000000000000000e+01
2.914869424500232498e+01 3.629999899999999968e+01
3.440306227879212742e+01 3.679999899999999968e+01
3.080093530887481990e+01 3.697000100000000344e+01
3.515342127975330300e+01 3.734000000000000341e+01
3.130395186183246636e+01 3.741999799999999965e+01
4.201022951169554887e+01 3.781000099999999975e+01
3.249847620976859730e+01 3.915999999999999659e+01
3.567218560882009371e+01 3.932000000000000028e+01
3.287751114842146904e+01 3.936000099999999691e+01
3.729247044754873741e+01 3.938000100000000003e+01
3.022087864584449335e+01 3.958000200000000035e+01
2.840148436295215362e+01 3.959000000000000341e+01
2.887376591240987267e+01 3.963999900000000309e+01
2.928050068818664187e+01 4.006000099999999975e+01
3.510795940275880156e+01 4.015000200000000063e+01
2.739680808853484706e+01 4.022999999999999687e+01
4.921829447325339402e+01 4.029000099999999662e+01
3.915405981787362322e+01 4.086999899999999997e+01
3.687040730537057698e+01 4.092999999999999972e+01
4.710650158630924267e+01 4.104999899999999968e+01
3.450007186766741540e+01 4.115999999999999659e+01
6.734975432201636636e+01 4.124000199999999694e+01
3.432485054074344077e+01 4.154000099999999662e+01
3.772664529293336955e+01 4.202999899999999656e+01
6.136467711454975671e+01 4.213000100000000003e+01
3.477500020025987482e+01 4.306000099999999975e+01
7.289096110161666786e+01 4.370000100000000742e+01
4.999085280557601152e+01 4.402999899999999656e+01
3.657935664744522342e+01 4.420999900000000338e+01
4.103466583853408878e+01 4.433000200000000035e+01
4.057997108369995232e+01 4.438999900000000309e+01
3.487517082465066665e+01 4.461000099999999691e+01
6.740257041932007098e+01 4.470000100000000032e+01
2.784143404747018025e+01 4.486000099999999691e+01
2.801093811732895489e+01 4.486999899999999286e+01
4.613765205080554210e+01 4.536999899999999997e+01
5.547969275237077369e+01 4.570000100000000032e+01
2.743059069230238123e+01 4.570999900000000338e+01
5.471546177952087220e+01 4.679999900000000679e+01
3.776785263285066918e+01 4.692999999999999972e+01
3.750433015313874563e+01 4.770999900000000338e+01
3.640470910112969705e+01 4.777999899999999656e+01
3.616787153341433481e+01 4.827999899999999656e+01
3.814885521916194477e+01 4.879000099999999662e+01
4.458294525613597159e+01 4.897000100000000344e+01
3.974824805039641262e+01 5.104000099999999662e+01
3.803463138316902103e+01 5.125999800000000306e+01
5.048519526331384100e+01 5.200999800000001017e+01
3.584455922301047792e+01 5.229999899999999968e+01
4.025354084362545137e+01 5.309999799999999937e+01
5.176189393392498772e+01 5.329999899999999258e+01
4.756496011558655113e+01 5.427999899999999656e+01
6.256021360756764693e+01 5.650000000000000000e+01
4.121746990947718814e+01 5.661000099999999691e+01
3.978192856795725874e+01 5.720999900000000338e+01
5.366120568456108231e+01 5.722999999999999687e+01
5.234696016271892205e+01 5.988999900000000309e+01
5.385036719760353918e+01 6.145999900000000338e+01
5.016142820864899221e+01 6.204999899999999968e+01
6.098112068423950660e+01 6.490000200000000063e+01
5.532906347570858685e+01 6.490000200000000063e+01
6.504944910458941365e+01 6.519999699999999621e+01
5.374180472563107003e+01 6.569999699999999621e+01
5.980453412193617879e+01 6.659999799999999937e+01
4.798367388797559840e+01 6.787000299999999697e+01
5.346082522317510666e+01 6.850000000000000000e+01
5.836747206332331217e+01 6.966000400000000070e+01
5.967421979886126593e+01 7.169999699999999621e+01
5.743073644852533732e+01 7.730000300000000379e+01
6.190620709475293637e+01 7.930000300000000379e+01
